AID: 733744	Substance BioActivity: 13 Tested
AID: 733745	Substance BioActivity: 13 Tested
AID: 1090824	Substance BioActivity: 13 Tested
AID: 1090825	Substance BioActivity: 13 Tested
AID: 1103508	Substance BioActivity: 8 Active, 2 Activity <= 1 µM, 13 Tested
AID: 1111116	Substance BioActivity: 13 Tested
AID: 1166322	Substance BioActivity: 13 Active, 1 Activity <= 1 nM, 7 Activity <= 1 µM, 13 Tested
AID: 1178006	Substance BioActivity: 13 Active, 9 Activity <= 1 µM, 13 Tested
AID: 1178007	Substance BioActivity: 13 Active, 9 Activity <= 1 µM, 13 Tested
AID: 1178008	Substance BioActivity: 12 Active, 9 Activity <= 1 µM, 13 Tested
AID: 1178009	Substance BioActivity: 13 Active, 9 Activity <= 1 µM, 13 Tested
AID: 1178010	Substance BioActivity: 12 Active, 10 Activity <= 1 µM, 13 Tested
AID: 1178011	Substance BioActivity: 13 Active, 10 Activity <= 1 µM, 13 Tested
AID: 1178012	Substance BioActivity: 12 Active, 9 Activity <= 1 µM, 13 Tested
AID: 1178013	Substance BioActivity: 11 Active, 10 Activity <= 1 µM, 13 Tested
AID: 1178014	Substance BioActivity: 13 Active, 10 Activity <= 1 µM, 13 Tested
AID: 1178015	Substance BioActivity: 12 Active, 10 Activity <= 1 µM, 13 Tested
AID: 1326806	Substance BioActivity: 7 Active, 13 Tested
AID: 1339173	Substance BioActivity: 13 Active, 7 Activity <= 1 µM, 13 Tested
AID: 234413	Substance BioActivity: 12 Tested
AID: 478216	Substance BioActivity: 11 Active, 8 Activity <= 1 µM, 12 Tested
AID: 503306	Substance BioActivity: 12 Tested
AID: 614461	Substance BioActivity: 3 Active, 12 Tested
AID: 774892	Substance BioActivity: 11 Active, 2 Activity <= 1 µM, 12 Tested
AID: 1055300	Substance BioActivity: 12 Active, 12 Tested
AID: 1143735	Substance BioActivity: 5 Active, 1 Activity <= 1 µM, 12 Tested
AID: 1143736	Substance BioActivity: 2 Active, 1 Activity <= 1 µM, 12 Tested
AID: 1143737	Substance BioActivity: 6 Active, 1 Activity <= 1 µM, 12 Tested
AID: 1161117	Substance BioActivity: 12 Tested
AID: 1166321	Substance BioActivity: 12 Active, 5 Activity <= 1 µM, 12 Tested
AID: 1170952	Substance BioActivity: 12 Tested
AID: 1326807	Substance BioActivity: 5 Active, 12 Tested
AID: 1326808	Substance BioActivity: 6 Active, 12 Tested
AID: 144493	Substance BioActivity: 10 Active, 2 Activity <= 1 nM, 11 Activity <= 1 µM, 11 Tested
AID: 144503	Substance BioActivity: 10 Active, 10 Activity <= 1 µM, 11 Tested
AID: 734036	Substance BioActivity: 11 Tested
AID: 734037	Substance BioActivity: 11 Tested
AID: 1166323	Substance BioActivity: 4 Active, 1 Activity <= 1 µM, 11 Tested
AID: 1166324	Substance BioActivity: 11 Active, 5 Activity <= 1 µM, 11 Tested
AID: 1178016	Substance BioActivity: 11 Tested
AID: 1178017	Substance BioActivity: 11 Tested
AID: 1178018	Substance BioActivity: 11 Tested
AID: 1178019	Substance BioActivity: 11 Tested
AID: 1178020	Substance BioActivity: 11 Tested
AID: 1178021	Substance BioActivity: 11 Tested
AID: 1178022	Substance BioActivity: 11 Tested
AID: 1178023	Substance BioActivity: 11 Tested
AID: 1178024	Substance BioActivity: 11 Tested
AID: 1178025	Substance BioActivity: 11 Tested
AID: 1178026	Substance BioActivity: 11 Tested
AID: 1178027	Substance BioActivity: 11 Tested
AID: 1178028	Substance BioActivity: 11 Tested
AID: 1178029	Substance BioActivity: 11 Tested
AID: 1178030	Substance BioActivity: 11 Tested
AID: 1178031	Substance BioActivity: 11 Tested
AID: 1178032	Substance BioActivity: 11 Tested
AID: 1178033	Substance BioActivity: 11 Tested
AID: 1178034	Substance BioActivity: 11 Tested
AID: 1287161	Substance BioActivity: 1 Active, 11 Tested
AID: 144494	Substance BioActivity: 10 Tested
AID: 144504	Substance BioActivity: 10 Tested
AID: 497352	Substance BioActivity: 10 Tested
AID: 503304	Substance BioActivity: 10 Tested
AID: 503305	Substance BioActivity: 10 Tested
AID: 1055298	Substance BioActivity: 9 Active, 10 Tested
AID: 1102008	Substance BioActivity: 10 Active, 7 Activity <= 1 µM, 10 Tested
AID: 1161116	Substance BioActivity: 10 Tested
AID: 1166329	Substance BioActivity: 10 Tested
AID: 1166330	Substance BioActivity: 10 Tested
AID: 1166331	Substance BioActivity: 10 Tested
AID: 1166332	Substance BioActivity: 10 Active, 10 Tested
AID: 1166333	Substance BioActivity: 10 Active, 10 Tested
AID: 1166334	Substance BioActivity: 10 Active, 10 Tested
AID: 1170955	Substance BioActivity: 10 Tested
AID: 1170956	Substance BioActivity: 10 Tested
AID: 1170957	Substance BioActivity: 10 Tested
AID: 1170958	Substance BioActivity: 10 Tested
AID: 1170959	Substance BioActivity: 10 Tested
AID: 1170960	Substance BioActivity: 10 Tested
AID: 1170961	Substance BioActivity: 6 Active, 10 Tested
AID: 1170962	Substance BioActivity: 6 Active, 4 Activity <= 1 µM, 10 Tested
AID: 308798	Substance BioActivity: 9 Active, 9 Activity <= 1 µM, 9 Tested
AID: 478217	Substance BioActivity: 4 Active, 9 Tested
AID: 478218	Substance BioActivity: 5 Active, 9 Tested
AID: 478219	Substance BioActivity: 4 Active, 9 Tested
AID: 478220	Substance BioActivity: 3 Active, 9 Tested
AID: 478221	Substance BioActivity: 4 Active, 9 Tested
AID: 478222	Substance BioActivity: 5 Active, 2 Activity <= 1 µM, 9 Tested
AID: 503332	Substance BioActivity: 9 Active, 9 Tested
AID: 576510	Substance BioActivity: 9 Active, 8 Activity <= 1 µM, 9 Tested
AID: 576511	Substance BioActivity: 9 Active, 1 Activity <= 1 nM, 7 Activity <= 1 µM, 9 Tested
AID: 1102003	Substance BioActivity: 9 Tested
AID: 1102005	Substance BioActivity: 9 Tested
AID: 1103507	Substance BioActivity: 5 Active, 9 Tested
AID: 1170953	Substance BioActivity: 9 Active, 8 Activity <= 1 µM, 9 Tested
AID: 1170954	Substance BioActivity: 9 Tested
AID: 1186554	Substance BioActivity: 9 Tested
AID: 1186555	Substance BioActivity: 9 Tested
AID: 1186556	Substance BioActivity: 9 Tested
AID: 1186557	Substance BioActivity: 6 Active, 9 Tested
AID: 1186559	Substance BioActivity: 6 Active, 9 Tested
AID: 1186560	Substance BioActivity: 9 Tested
AID: 1186561	Substance BioActivity: 9 Tested
AID: 1186562	Substance BioActivity: 9 Tested
AID: 1186564	Substance BioActivity: 9 Tested
AID: 1186565	Substance BioActivity: 9 Tested
AID: 1186566	Substance BioActivity: 9 Tested
AID: 1186567	Substance BioActivity: 9 Tested
AID: 1186568	Substance BioActivity: 9 Tested
AID: 1186569	Substance BioActivity: 9 Tested
AID: 1186570	Substance BioActivity: 9 Tested
AID: 1186571	Substance BioActivity: 9 Tested
AID: 1186572	Substance BioActivity: 9 Tested
AID: 1186575	Substance BioActivity: 9 Tested
AID: 1186576	Substance BioActivity: 9 Tested
AID: 1186577	Substance BioActivity: 9 Tested
AID: 346043	Substance BioActivity: 8 Active, 1 Activity <= 1 µM, 8 Tested
AID: 346047	Substance BioActivity: 8 Active, 1 Activity <= 1 µM, 8 Tested
AID: 384215	Substance BioActivity: 1 Active, 8 Tested
AID: 384216	Substance BioActivity: 1 Active, 8 Tested
AID: 422946	Substance BioActivity: 8 Active, 7 Activity <= 1 µM, 8 Tested
